Run_No,Li2CO3_in_g,Fresh_CaO_g,Recycled_CaO_g,MB_Closure_pct,Li_Recovery_pct,Calcination_LOI_pct,Ca_Loop_Yield_pct,Next_Fresh_Makeup_g
1,95.34,92.42,0.0,95.06,99.73,41.13,105.84,68.52
